Venue,Address,Suburb,Date,Time,Alert,Lon,Lat,HealthAdviceHTML,Last updated date
Cafe de la Fontaine (anyone who entered the cafe),1A Darlinghurst Road,Potts Point,Sunday 20 June 2021,10:30am to 12pm,Get tested immediately and self-isolate for 14 days,151.224634838208,-33.8728726196181,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 25 June 2021
Cafe de la Fontaine (anyone who entered the cafe),1A Darlinghurst Road,Potts Point,Sunday 20 June 2021,3:50pm to 4:50pm,Get tested immediately and self-isolate for 14 days,151.224634838208,-33.8728726196181,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 25 June 2021
Coffee Tea & Me Potts Point,87 Macleay Street,Potts Point,Sunday 20 June 2021,9:50am to 10:10am,Get tested immediately and self-isolate for 14 days,151.225065004118,-33.8709096679268,"Anyone who dined in at this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a>  and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health. </br></br> Anyone who ordered takeaway during this time is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Thursday 24 June 2021
A Man and his Monkey Cafe,149 Clovelly Road,Randwick,Sunday 20 June 2021,1pm to 2:30pm,Get tested immediately and self-isolate for 14 days,151.251307913465,-33.9095653792712,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Tuesday 29 June 2021
Bamboo Thai,298 Chalmers Street,Redfern,Monday 21 June 2021,6:15pm to 7:10pm,Get tested immediately and self-isolate for 14 days,151.205721742592,-33.8924129169904,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Wednesday 23 June 2021
Bare Witness Cafe,30A Shoreline Drive,Rhodes,Wednesday 23 June 2021,11am to 12:30pm,Get tested immediately and self-isolate for 14 days,151.0835237289,-33.8283978467937,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 26 June 2021
Orange Supermarket Rhodes,Shop 1 Rider Boulevard,Rhodes,Tuesday 22 June 2021,6:30pm to 6:40pm,Get tested immediately and self-isolate for 14 days,151.086356707078,-33.831408207986,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Sunday 27 June 2021
Black and Gold Espresso,29-33 Epsom Road,Roseberry,Friday 25 June 2021,10:30am to 11:30am,Get tested immediately and self-isolate for 14 days,151.205670320005,-33.9106055915328,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Tuesday 29 June 2021
Woolworths Spring Farm,254 Richardson Road,Spring Farm,Sunday 20 June 2021,9:30am to 11:30am,Get tested immediately and self-isolate for 14 days,150.729168986791,-34.0695466985765,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Tuesday 22 June 2021
Crossways Hotel,482 Liverpool Road,Strathfield South,Friday 25 June 2021,4pm to 10pm,Get tested immediately and self-isolate for 14 days,151.0809533,-33.8918695,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Tuesday 29 June 2021
Crossways Hotel,482 Liverpool Road,Strathfield South,Saturday 26 June 2021,3:30pm to 6pm,Get tested immediately and self-isolate for 14 days,151.0809533,-33.8918695,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Tuesday 29 June 2021
Lumiere Cafe ,13/425 Bourke Street,Surry Hills,Monday 21 June 2021,1pm to 2pm,Get tested immediately and self-isolate for 14 days,151.216087070325,-33.8826436010927,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Wednesday 23 June 2021
Bentley Restaurant,27 O'Connell Street,Sydney,Wednesday 23 June 2021,6pm to 9:40pm,Get tested immediately and self-isolate for 14 days,151.2066346,-33.8651972,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Tuesday 29 June 2021
Cheers Bar & Grill Sydney,561 George Street,Sydney,Sunday 20 June 2021,1:45am to 3:30am,Get tested immediately and self-isolate for 14 days,151.205782548933,-33.8766466886643,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 26 June 2021
Establishment Bar,"Ground Floor, 252 George Street",Sydney,Tuesday 22 June 2021 - Wednesday 23 June 2021,11:30pm to 3am,Get tested immediately and self-isolate for 14 days,151.207921258392,-33.8638230992708,"Anyone who attended this venue from 11:30pm Tuesday 22 June to 3am Wednesday 23 June is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Tuesday 29 June 2021
Fitness First Bond Street Platinum,20 Bond Street,Sydney,Thursday 17 June 2021,3:10pm to 4:30pm,Get tested immediately and self-isolate for 14 days,151.208479128941,-33.8643901699268,"Anyone who attended this venue attended this venue and exercised on level B1 is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a chref='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result and call 1800 943 553 unless they have already been contacted by NSW Health.</br></br> Anyone who attended the female changerooms on level B1 at this venue from 3:10pm to 3:20pm is also a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a chref='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result and call 1800 943 553 unless they have already been contacted by NSW Health.</br></br>Anyone who attended this venue but did not use the female change rooms or exercise on level B1 is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and self-isolate until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Monday 21 June 2021
Fitness First Pitt Street Platinum,255 Pitt Street,Sydney,Wednesday 16 June 2021,12:15pm to 1:30pm,Get tested immediately and self-isolate for 14 days,151.207584600305,-33.8718287773509,"Anyone who attended the Barre Attack class from 12:30pm to 1:15pm is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a chref='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health. </br></br>Anyone who attended the female change rooms 12:15pm to 12:30pm or 1:15pm to 1:30pm is also a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a chref='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.</br></br>Anyone who attended this venue but did not use the female change rooms or attend the Barre Attack class is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and self-isolate until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Monday 21 June 2021
